taster_name,taster_twitter_handle
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Roger Voss,@vossroger
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Anne Krebiehl MW,@AnneInVino
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Anna Lee C. Iijima,
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Virginie Boone,@vboone
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Michael Schachner,@wineschach
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Susan Kostrzewa,@suskostrzewa
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Susan Kostrzewa,@suskostrzewa
,
,
,
,
,
,
,
Paul Gregutt,@paulgwine 
,
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
,
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Mike DeSimone,@worldwineguys
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
Anna Lee C. Iijima,
Roger Voss,@vossroger
Alexander Peartree,
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
,
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Susan Kostrzewa,@suskostrzewa
Joe Czerwinski,@JoeCz
,
Susan Kostrzewa,@suskostrzewa
,
Susan Kostrzewa,@suskostrzewa
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Susan Kostrzewa,@suskostrzewa
,
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
,
,
Virginie Boone,@vboone
Anna Lee C. Iijima,
,
Lauren Buzzeo,@laurbuzz
Anna Lee C. Iijima,
,
,
Michael Schachner,@wineschach
,
Virginie Boone,@vboone
,
,
,
,
,
,
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Anna Lee C. Iijima,
,
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Michael Schachner,@wineschach
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Roger Voss,@vossroger
Anna Lee C. Iijima,
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Virginie Boone,@vboone
Joe Czerwinski,@JoeCz
Anne Krebiehl MW,@AnneInVino
Michael Schachner,@wineschach
Anne Krebiehl MW,@AnneInVino
Michael Schachner,@wineschach
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Anna Lee C. Iijima,
Anna Lee C. Iijima,
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Anne Krebiehl MW,@AnneInVino
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
,
Paul Gregutt,@paulgwine 
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
Virginie Boone,@vboone
,
,
,
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
,
Susan Kostrzewa,@suskostrzewa
,
,
,
Joe Czerwinski,@JoeCz
,
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
,
,
Michael Schachner,@wineschach
,
Kerin O’Keefe,@kerinokeefe
Anna Lee C. Iijima,
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Lauren Buzzeo,@laurbuzz
Lauren Buzzeo,@laurbuzz
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Virginie Boone,@vboone
Alexander Peartree,
Roger Voss,@vossroger
Anna Lee C. Iijima,
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Alexander Peartree,
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Anna Lee C. Iijima,
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Anne Krebiehl MW,@AnneInVino
,
Paul Gregutt,@paulgwine 
Anne Krebiehl MW,@AnneInVino
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Sean P. Sullivan,@wawinereport
,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Lauren Buzzeo,@laurbuzz
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Anne Krebiehl MW,@AnneInVino
Paul Gregutt,@paulgwine 
,
Anne Krebiehl MW,@AnneInVino
Anne Krebiehl MW,@AnneInVino
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Anna Lee C. Iijima,
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Virginie Boone,@vboone
Virginie Boone,@vboone
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Michael Schachner,@wineschach
,
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
,
Susan Kostrzewa,@suskostrzewa
,
,
,
Joe Czerwinski,@JoeCz
,
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
,
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
,
,
,
,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
,
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Virginie Boone,@vboone
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Jeff Jenssen,@worldwineguys
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Virginie Boone,@vboone
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
,
,
,
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
,
Virginie Boone,@vboone
Anna Lee C. Iijima,
Virginie Boone,@vboone
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Anna Lee C. Iijima,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Joe Czerwinski,@JoeCz
Anna Lee C. Iijima,
Virginie Boone,@vboone
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Carrie Dykes,
Michael Schachner,@wineschach
Fiona Adams,@bkfiona
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Carrie Dykes,
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Joe Czerwinski,@JoeCz
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
,
,
,
Virginie Boone,@vboone
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
,
,
,
,
Joe Czerwinski,@JoeCz
,
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
,
Lauren Buzzeo,@laurbuzz
,
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
Susan Kostrzewa,@suskostrzewa
Lauren Buzzeo,@laurbuzz
,
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
,
,
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
Roger Voss,@vossroger
Lauren Buzzeo,@laurbuzz
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Susan Kostrzewa,@suskostrzewa
Susan Kostrzewa,@suskostrzewa
Michael Schachner,@wineschach
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Jim Gordon,@gordone_cellars
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Anna Lee C. Iijima,
Virginie Boone,@vboone
Anna Lee C. Iijima,
Michael Schachner,@wineschach
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Michael Schachner,@wineschach
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
,
,
,
Michael Schachner,@wineschach
,
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
,
,
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Alexander Peartree,
Roger Voss,@vossroger
Virginie Boone,@vboone
Virginie Boone,@vboone
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Virginie Boone,@vboone
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Alexander Peartree,
Michael Schachner,@wineschach
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Virginie Boone,@vboone
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Lauren Buzzeo,@laurbuzz
,
,
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
,
Joe Czerwinski,@JoeCz
,
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
,
,
Joe Czerwinski,@JoeCz
,
Paul Gregutt,@paulgwine 
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
,
,
Michael Schachner,@wineschach
,
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
,
,
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
,
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
,
Joe Czerwinski,@JoeCz
Lauren Buzzeo,@laurbuzz
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
,
,
Paul Gregutt,@paulgwine 
,
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Lauren Buzzeo,@laurbuzz
,
Roger Voss,@vossroger
,
,
,
,
,
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
,
,
,
,
,
,
,
,
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Alexander Peartree,
Virginie Boone,@vboone
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Roger Voss,@vossroger
Roger Voss,@vossroger
Matt Kettmann,@mattkettmann
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Roger Voss,@vossroger
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
,
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
,
,
,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
,
,
,
,
,
,
,
,
Roger Voss,@vossroger
,
,
,
,
Paul Gregutt,@paulgwine 
,
,
Roger Voss,@vossroger
,
Paul Gregutt,@paulgwine 
,
,
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Michael Schachner,@wineschach
Roger Voss,@vossroger
,
,
,
Michael Schachner,@wineschach
Michael Schachner,@wineschach
,
,
,
,
Roger Voss,@vossroger
Paul Gregutt,@paulgwine 
Roger Voss,@vossroger
,
,
Roger Voss,@vossroger
,
,
,
,
,
,
,
,
,
Roger Voss,@vossroger
Michael Schachner,@wineschach
,
,
,
Paul Gregutt,@paulgwine 
,
Joe Czerwinski,@JoeCz
Joe Czerwinski,@JoeCz
Roger Voss,@vossroger
Roger Voss,@vossroger
Susan Kostrzewa,@suskostrzewa
,
Paul Gregutt,@paulgwine 
Paul Gregutt,@paulgwine 
Virginie Boone,@vboone
Anna Lee C. Iijima,
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
Roger Voss,@vossroger
,
,
,
Paul Gregutt,@paulgwine 
,
Roger Voss,@vossroger
,
Roger Voss,@vossroger
,
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Kerin O’Keefe,@kerinokeefe
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Roger Voss,@vossroger
Roger Voss,@vossroger
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Roger Voss,@vossroger
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Michael Schachner,@wineschach
Sean P. Sullivan,@wawinereport
Roger Voss,@vossroger
Roger Voss,@vossroger
Kerin O’Keefe,@kerinokeefe
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Paul Gregutt,@paulgwine 
Anna Lee C. Iijima,
Anna Lee C. Iijima,
Susan Kostrzewa,@suskostrzewa
Virginie Boone,@vboone
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Anne Krebiehl MW,@AnneInVino
Kerin O’Keefe,@kerinokeefe
Sean P. Sullivan,@wawinereport
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Michael Schachner,@wineschach
Virginie Boone,@vboone
Virginie Boone,@vboone
Anne Krebiehl MW,@AnneInVino
Michael Schachner,@wineschach
Joe Czerwinski,@JoeCz
Michael Schachner,@wineschach
Jim Gordon,@gordone_cellars
Susan Kostrzewa,@suskostrzewa
Sean P. Sullivan,@wawinereport
Susan Kostrzewa,@suskostrzewa
Kerin O’Keefe,@kerinokeefe
Jim Gordon,@gordone_cellars
Anna Lee C. Iijima,
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Matt Kettmann,@mattkettmann
Sean P. Sullivan,@wawinereport
Michael Schachner,@wineschach
Virginie Boone,@vboone
Jim Gordon,@gordone_cellars
Matt Kettmann,@mattkettmann
Kerin O’Keefe,@kerinokeefe
Anne Krebiehl MW,@AnneInVino
